id,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,yearBuilt,lotSize,homeType,homeStatus,photoCount
2080224432,https://www.zillow.com/homedetails/6266-Giants-Ridge-Rd-UNIT-203-Aurora-MN-55705/2080224432_zpid/,6266 Giants Ridge Rd UNIT 203,55705,Aurora,MN,47.572345,-92.299887,75000.0,1.0,1.0,704.0,1992,-1.0,CONDO,FOR_SALE,26
2080398513,https://www.zillow.com/homedetails/6266-Giants-Ridge-Road-Villa-704-Aurora-MN-55705/2080398513_zpid/,6266 Giants Ridge Road Villa #704,55705,Aurora,MN,47.448502,-92.151188,99500.0,2.0,2.0,1088.0,2004,-1.0,CONDO,FOR_SALE,19
68648485,https://www.zillow.com/homedetails/5733-Sunset-Rd-Biwabik-MN-55705/68648485_zpid/,5733 Sunset Rd,55705,Biwabik,MN,47.566588,-92.290438,365000.0,2.0,2.0,1640.0,2007,43777.0,SINGLE_FAMILY,FOR_SALE,30
61553852,https://www.zillow.com/homedetails/311-W-2nd-Ave-N-Aurora-MN-55705/61553852_zpid/,311 W 2nd Ave N,55705,Aurora,MN,47.528822,-92.243892,119000.0,1.0,2.0,1720.0,1901,4356.0,SINGLE_FAMILY,FOR_SALE,20
2081016480,https://www.zillow.com/homedetails/6266-Giants-Ridge-Rd-704-Biwabik-MN-55705/2081016480_zpid/,6266 Giants Ridge Rd #704,55705,Biwabik,MN,47.567998,-92.300241,99500.0,2.0,2.0,1024.0,2004,-1.0,TOWNHOUSE,FOR_SALE,19
61610206,https://www.zillow.com/homedetails/6029-Lake-St-Aurora-MN-55705/61610206_zpid/,6029 Lake St,55705,Aurora,MN,47.525109,-92.320633,324500.0,3.0,3.0,1744.0,1995,56627.0,SINGLE_FAMILY,FOR_SALE,25
2081878835,https://www.zillow.com/homedetails/6266-Giants-Ridge-Rd-UNIT-204-Aurora-MN-55705/2081878835_zpid/,6266 Giants Ridge Rd UNIT 204,55705,Aurora,MN,47.56937,-92.30043,80000.0,1.0,1.0,672.0,1992,-1.0,CONDO,FOR_SALE,31
2082043105,https://www.zillow.com/homedetails/6266-Giants-Ridge-Rd-121-Biwabik-MN-55705/2082043105_zpid/,6266 Giants Ridge Rd #121,55705,Biwabik,MN,47.567998,-92.300241,15000.0,2.0,4.0,2824.0,1998,-1.0,TOWNHOUSE,FOR_SALE,19
61553760,https://www.zillow.com/homedetails/309-W-4th-Ave-N-Aurora-MN-55705/61553760_zpid/,309 W 4th Ave N,55705,Aurora,MN,47.530638,-92.243588,65000.0,2.0,2.0,1724.0,1925,4356.0,SINGLE_FAMILY,FOR_SALE,20
61554537,https://www.zillow.com/homedetails/323-Main-St-S-Aurora-MN-55705/61554537_zpid/,323 Main St S,55705,Aurora,MN,47.520695,-92.238315,49900.0,2.0,2.0,944.0,1940,13939.0,SINGLE_FAMILY,FOR_SALE,14
