id,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,yearBuilt,lotSize,homeType,homeStatus,photoCount
106814910,https://www.zillow.com/homedetails/12007-200th-St-SE-Red-Lake-Falls-MN-56750/106814910_zpid/,12007 200th St SE,56750,Red Lake Falls,MN,47.87493,-96.223049,55000.0,1.0,3.0,1104.0,1976,185565.0,SINGLE_FAMILY,RECENTLY_SOLD,12
106814766,https://www.zillow.com/homedetails/701-Champagne-Ave-SW-Red-Lake-Falls-MN-56750/106814766_zpid/,701 Champagne Ave SW,56750,Red Lake Falls,MN,47.876805,-96.275079,65500.0,2.0,3.0,1660.0,1954,12196.0,SINGLE_FAMILY,RECENTLY_SOLD,25
106814634,https://www.zillow.com/homedetails/140-Bottineau-Ave-NE-Red-Lake-Falls-MN-56750/106814634_zpid/,140 Bottineau Ave NE,56750,Red Lake Falls,MN,47.886655,-96.271556,142000.0,2.0,2.0,1300.0,2003,15000.0,SINGLE_FAMILY,RECENTLY_SOLD,14
106813927,https://www.zillow.com/homedetails/14505-140th-Ave-SE-Red-Lake-Falls-MN-56750/106813927_zpid/,14505 140th Ave SE,56750,Red Lake Falls,MN,47.955353,-96.186952,315000.0,3.0,4.0,3852.0,1977,653400.0,SINGLE_FAMILY,RECENTLY_SOLD,100
106814794,https://www.zillow.com/homedetails/817-Hamilton-Ave-NE-Red-Lake-Falls-MN-56750/106814794_zpid/,817 Hamilton Ave NE,56750,Red Lake Falls,MN,47.891478,-96.264564,83900.0,1.0,2.0,972.0,1992,13939.0,SINGLE_FAMILY,RECENTLY_SOLD,21
106802017,https://www.zillow.com/homedetails/17827-200th-Ave-SW-Red-Lake-Falls-MN-56750/106802017_zpid/,17827 200th Ave SW,56750,Red Lake Falls,MN,47.908551,-96.485175,247000.0,3.5,3.0,4560.0,2004,2399720.0,SINGLE_FAMILY,SOLD,36
106814705,https://www.zillow.com/homedetails/614-Saint-Marys-Ave-SW-Red-Lake-Falls-MN-56750/106814705_zpid/,614 Saint Marys Ave SW,56750,Red Lake Falls,MN,47.877582,-96.280791,108500.0,1.0,3.0,1456.0,1976,11761.0,SINGLE_FAMILY,SOLD,24
106814690,https://www.zillow.com/homedetails/506-Chicago-Ave-SW-Red-Lake-Falls-MN-56750/106814690_zpid/,506 Chicago Ave SW,56750,Red Lake Falls,MN,47.878567,-96.279231,107500.0,3.0,3.0,2088.0,-1,20908.0,SINGLE_FAMILY,SOLD,27
106814778,https://www.zillow.com/homedetails/709-Champagne-Ave-SW-Red-Lake-Falls-MN-56750/106814778_zpid/,709 Champagne Ave SW,56750,Red Lake Falls,MN,47.876531,-96.275082,115500.0,2.0,3.0,2370.0,1958,13939.0,SINGLE_FAMILY,SOLD,12
106814425,https://www.zillow.com/homedetails/302-4th-St-SW-Red-Lake-Falls-MN-56750/106814425_zpid/,302 4th St SW,56750,Red Lake Falls,MN,47.880489,-96.277155,102000.0,2.0,3.0,1476.0,1939,10454.0,SINGLE_FAMILY,SOLD,19
106814517,https://www.zillow.com/homedetails/801-Stevens-Ave-NE-Red-Lake-Falls-MN-56750/106814517_zpid/,801 Stevens Ave NE,56750,Red Lake Falls,MN,47.890832,-96.260991,213000.0,3.0,4.0,3191.0,1965,93218.0,SINGLE_FAMILY,SOLD,50
106814388,https://www.zillow.com/homedetails/315-4th-St-SW-Red-Lake-Falls-MN-56750/106814388_zpid/,315 4th St SW,56750,Red Lake Falls,MN,47.879897,-96.277891,99000.0,2.0,5.0,1530.0,1907,7405.0,SINGLE_FAMILY,SOLD,20
