id,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,yearBuilt,lotSize,homeType,homeStatus,photoCount
106681828,https://www.zillow.com/homedetails/14881-Golf-Course-Rd-Ashby-MN-56309/106681828_zpid/,14881 Golf Course Rd,56309,Ashby,MN,46.005873,-95.869855,159900.0,2.0,2.0,960.0,1994,2147483647.0,SINGLE_FAMILY,FOR_SALE,30
106679985,https://www.zillow.com/homedetails/10996-Big-Island-Rd-Ashby-MN-56309/106679985_zpid/,10996 Big Island Rd,56309,Ashby,MN,46.064636,-95.790107,599000.0,4.0,4.0,4124.0,1999,156380.0,SINGLE_FAMILY,FOR_SALE,45
295215735,https://www.zillow.com/homedetails/28613-Sunset-Ridge-Rd-N-Ashby-MN-56309/295215735_zpid/,28613 Sunset Ridge Rd N,56309,Ashby,MN,46.030919,-95.873891,219000.0,1.0,2.0,1189.0,1972,27878.0,SINGLE_FAMILY,FOR_SALE,36
295215670,https://www.zillow.com/homedetails/30573-County-Road-19-Ashby-MN-56309/295215670_zpid/,30573 County Road 19,56309,Ashby,MN,46.058861,-95.770589,389000.0,2.0,3.0,2180.0,2009,66211.0,SINGLE_FAMILY,FOR_SALE,30
2081398267,https://www.zillow.com/homedetails/505-Larson-Ave-Ashby-MN-56309/2081398267_zpid/,505 Larson Ave,56309,Ashby,MN,46.089163,-95.817114,70000.0,2.0,1.0,1398.0,1959,10890.0,SINGLE_FAMILY,FOR_SALE,27
106680141,https://www.zillow.com/homedetails/28747-Sunset-Ridge-Rd-N-Ashby-MN-56309/106680141_zpid/,28747 Sunset Ridge Rd N,56309,Ashby,MN,46.033216,-95.872728,179900.0,1.0,2.0,852.0,1964,27442.0,SINGLE_FAMILY,FOR_SALE,23
106680318,https://www.zillow.com/homedetails/301-Melby-Ave-Ashby-MN-56309/106680318_zpid/,301 Melby Ave,56309,Ashby,MN,46.091135,-95.815502,324900.0,4.0,4.0,4500.0,1900,12196.0,SINGLE_FAMILY,FOR_SALE,31
106681828,https://www.zillow.com/homedetails/14881-Golf-Course-Rd-Ashby-MN-56309/106681828_zpid/,14881 Golf Course Rd,56309,Ashby,MN,46.005873,-95.869855,159900.0,2.0,2.0,960.0,1994,2147483647.0,SINGLE_FAMILY,FOR_SALE,30
106679985,https://www.zillow.com/homedetails/10996-Big-Island-Rd-Ashby-MN-56309/106679985_zpid/,10996 Big Island Rd,56309,Ashby,MN,46.064636,-95.790107,599000.0,4.0,4.0,4124.0,1999,156380.0,SINGLE_FAMILY,FOR_SALE,45
295215735,https://www.zillow.com/homedetails/28613-Sunset-Ridge-Rd-N-Ashby-MN-56309/295215735_zpid/,28613 Sunset Ridge Rd N,56309,Ashby,MN,46.030919,-95.873891,219000.0,1.0,2.0,1189.0,1972,27878.0,SINGLE_FAMILY,FOR_SALE,36
295215670,https://www.zillow.com/homedetails/30573-County-Road-19-Ashby-MN-56309/295215670_zpid/,30573 County Road 19,56309,Ashby,MN,46.058861,-95.770589,389000.0,2.0,3.0,2180.0,2009,66211.0,SINGLE_FAMILY,FOR_SALE,30
2081398267,https://www.zillow.com/homedetails/505-Larson-Ave-Ashby-MN-56309/2081398267_zpid/,505 Larson Ave,56309,Ashby,MN,46.089163,-95.817114,70000.0,2.0,1.0,1398.0,1959,10890.0,SINGLE_FAMILY,FOR_SALE,27
106680141,https://www.zillow.com/homedetails/28747-Sunset-Ridge-Rd-N-Ashby-MN-56309/106680141_zpid/,28747 Sunset Ridge Rd N,56309,Ashby,MN,46.033216,-95.872728,179900.0,1.0,2.0,852.0,1964,27442.0,SINGLE_FAMILY,FOR_SALE,23
106680318,https://www.zillow.com/homedetails/301-Melby-Ave-Ashby-MN-56309/106680318_zpid/,301 Melby Ave,56309,Ashby,MN,46.091135,-95.815502,324900.0,4.0,4.0,4500.0,1900,12196.0,SINGLE_FAMILY,FOR_SALE,31
