id,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,yearBuilt,lotSize,homeType,homeStatus,photoCount
58218091,https://www.zillow.com/homedetails/1626-47th-St-SE-Saint-Cloud-MN-56304/58218091_zpid/,1626 47th St SE,56304,Saint Cloud,MN,45.501758,-94.128155,332500.0,4.0,5.0,2863.0,2002,108900.0,SINGLE_FAMILY,RECENTLY_SOLD,46
2197961,https://www.zillow.com/homedetails/6541-46th-Ave-SE-Saint-Cloud-MN-56304/2197961_zpid/,6541 46th Ave SE,56304,Saint Cloud,MN,45.472315,-94.065742,271000.0,4.0,4.0,3414.0,1973,104544.0,SINGLE_FAMILY,RECENTLY_SOLD,23
91431881,https://www.zillow.com/homedetails/29-Wilson-Ave-SE-Saint-Cloud-MN-56304/91431881_zpid/,29 Wilson Ave SE,56304,Saint Cloud,MN,45.564433,-94.150963,71500.0,2.0,2.0,1221.0,1926,6272.0,SINGLE_FAMILY,RECENTLY_SOLD,14
91431915,https://www.zillow.com/homedetails/26-4th-Ave-SE-Saint-Cloud-MN-56304/91431915_zpid/,26 4th Ave SE,56304,Saint Cloud,MN,45.56433,-94.151622,48000.0,2.0,2.0,1464.0,1910,3005.0,SINGLE_FAMILY,RECENTLY_SOLD,0
91431860,https://www.zillow.com/homedetails/612-Oak-Ct-Saint-Cloud-MN-56304/91431860_zpid/,612 Oak Ct,56304,Saint Cloud,MN,45.559971,-94.122541,260000.0,2.0,4.0,2640.0,1995,19297.0,SINGLE_FAMILY,RECENTLY_SOLD,5
91431753,https://www.zillow.com/homedetails/1728-Cherry-Ln-Saint-Cloud-MN-56304/91431753_zpid/,1728 Cherry Ln,56304,Saint Cloud,MN,45.563546,-94.127051,270000.0,4.0,4.0,2686.0,1994,-1.0,SINGLE_FAMILY,RECENTLY_SOLD,0
91432101,https://www.zillow.com/homedetails/122-5th-Ave-SE-Saint-Cloud-MN-56304/91432101_zpid/,122 5th Ave SE,56304,Saint Cloud,MN,45.564318,-94.14851,30000.0,2.0,3.0,1285.0,1925,4399.0,SINGLE_FAMILY,RECENTLY_SOLD,0
2208364,https://www.zillow.com/homedetails/940-Longview-Dr-Saint-Cloud-MN-56304/2208364_zpid/,940 Longview Dr,56304,Saint Cloud,MN,45.541607,-94.136579,178000.0,2.0,4.0,2360.0,1976,11761.0,SINGLE_FAMILY,RECENTLY_SOLD,44
2081265986,https://www.zillow.com/homedetails/4617-2nd-St-Se-Minden-Twp-MN-56304/2081265986_zpid/,4617 2nd St Se,56304,Minden Twp,MN,45.567365,-94.067181,245000.0,3.0,4.0,2901.0,-1,-1.0,SINGLE_FAMILY,RECENTLY_SOLD,0
303664206,https://www.zillow.com/homedetails/375-29th-Ave-SE-Saint-Cloud-MN-56304/303664206_zpid/,375 29th Ave SE,56304,Saint Cloud,MN,45.563461,-94.102824,264000.0,2.0,3.0,1263.0,2020,9147.0,SINGLE_FAMILY,FOR_SALE,1
72385613,https://www.zillow.com/homedetails/829-Minnesota-Blvd-Saint-Cloud-MN-56304/72385613_zpid/,829 Minnesota Blvd,56304,Saint Cloud,MN,45.543468,-94.139673,166969.0,2.0,3.0,1770.0,2006,6534.0,SINGLE_FAMILY,RECENTLY_SOLD,0
91431842,https://www.zillow.com/homedetails/1700-Cherry-Ln-Saint-Cloud-MN-56304/91431842_zpid/,1700 Cherry Ln,56304,Saint Cloud,MN,45.562218,-94.128897,228000.0,3.0,4.0,2216.0,1998,16350.0,SINGLE_FAMILY,RECENTLY_SOLD,0
303664124,https://www.zillow.com/homedetails/374-60th-Ave-SE-Saint-Cloud-MN-56304/303664124_zpid/,374 60th Ave SE,56304,Saint Cloud,MN,45.562104,-94.036555,48600.0,4.0,5.0,3786.0,2019,32190.0,SINGLE_FAMILY,RECENTLY_SOLD,0
91432379,https://www.zillow.com/homedetails/405-4th-Ave-NE-Saint-Cloud-MN-56304/91432379_zpid/,405 4th Ave NE,56304,Saint Cloud,MN,45.569511,-94.156821,149900.0,2.0,3.0,1334.0,1953,6185.0,SINGLE_FAMILY,FOR_SALE,15
2207846,https://www.zillow.com/homedetails/717-Kilian-Blvd-SE-Saint-Cloud-MN-56304/2207846_zpid/,717 Kilian Blvd SE,56304,Saint Cloud,MN,45.558087,-94.143289,139900.0,1.0,3.0,1117.0,1935,6969.0,SINGLE_FAMILY,RECENTLY_SOLD,19
